name	description	author	written	rarity	language	type	base_work	tags	read_bonus	image	content_link
Alice's Adventures in Wonderland	A girl follows a White Rabbit down a hole into a realm of nonsense, riddles, and impossible tea parties.\n\nThis volume collects the opening chapters — enough to taste the logic games and strange court etiquette that await deeper study.	Lewis Carroll	1865	common	Common	original		fiction,adventure,fantasy	0	https://www.gutenberg.org/cache/epub/11/pg11.cover.medium.jpg	https://www.gutenberg.org/ebooks/11
Treasure Island	Young Jim Hawkins inherits a map to buried gold and sails with Squire Trelawney toward an island haunted by pirates.\n\nThe opening establishes the Admiral Benbow inn, Billy Bones, and the black spot — the prelude to Long John Silver's treacherous charm.	Robert Louis Stevenson	1883	common	Common	original		adventure,sea,history	0	https://www.gutenberg.org/cache/epub/120/pg120.cover.medium.jpg	https://www.gutenberg.org/ebooks/120
The Time Machine	An inventor claims to have crossed time itself, returning with tales of humanity's far future.\n\nHe describes the gentle Eloi and the dreadful Morlocks — a world split between surface idyll and underground hunger.	H. G. Wells	1895	uncommon	Common	original		fiction,arcana,history	0	https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg	https://www.gutenberg.org/ebooks/35
The War of the Worlds	Cylinder-shaped vessels fall from the sky near London, and Martian war machines rise from the smoke.\n\nThe narrator flees through a countryside choked with refugees while heat-rays and black smoke erase familiar roads.	H. G. Wells	1898	uncommon	Common	original		fiction,arcana,history	0	https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg	https://www.gutenberg.org/ebooks/36
Frankenstein; or, The Modern Prometheus	Victor Frankenstein recounts how obsession led him to animate dead flesh on a storm-lashed night.\n\nThe creature's first awakening — a gasp, open eyes, and immediate horror from its maker — begins a tragedy of rejection and revenge.	Mary Wollstonecraft Shelley	1818	rare	Common	original		fiction,horror,arcana	0	https://www.gutenberg.org/cache/epub/84/pg84.cover.medium.jpg	https://www.gutenberg.org/ebooks/84
Dracula	Jonathan Harker's journal opens in a remote Transylvanian castle where his host never eats, never mirrors, and never sleeps by day.\n\nLetters and diary entries assemble the first warnings of a predator moving toward England by sea.	Bram Stoker	1897	rare	Common	original		fiction,horror,history	0	https://www.gutenberg.org/cache/epub/345/pg345.cover.medium.jpg	https://www.gutenberg.org/ebooks/345
The Adventures of Sherlock Holmes	Dr Watson introduces the consulting detective who reads crime scenes like printed pages.\n\nThese cases begin with small oddities — a scarlet thread, a missing racehorse, a woman who vanishes on her wedding day — and end in precise explanation.	Arthur Conan Doyle	1892	common	Common	original		fiction,history,mystery	0	https://www.gutenberg.org/cache/epub/1661/pg1661.cover.medium.jpg	https://www.gutenberg.org/ebooks/1661
Around the World in Eighty Days	Phileas Fogg wagers twenty thousand pounds that he can circle the globe in eighty days — and sets out that very evening.\n\nPassepartout, his new valet, discovers that calm routine has given way to trains, elephants, and relentless timetables.	Jules Verne	1873	common	Common	original		adventure,travel,history	0	https://www.gutenberg.org/cache/epub/103/pg103.cover.medium.jpg	https://www.gutenberg.org/ebooks/103
Twenty Thousand Leagues under the Sea	Reports of a sea monster attacking ships lead Professor Aronnax aboard the frigate Abraham Lincoln — and then into captivity aboard a submarine.\n\nCaptain Nemo introduces a vessel that walks the ocean floor beneath waves no sun reaches.	Jules Verne	1870	uncommon	Common	original		adventure,sea,arcana	0	https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg	https://www.gutenberg.org/ebooks/164
A Christmas Carol	Ebenezer Scrooge greets Christmas with contempt until four spirits interrupt his counting-house.\n\nThe first visitation — Marley's chain-laden ghost — warns that the living forge their own fetters link by link.	Charles Dickens	1843	common	Common	original		fiction,religion,history	0	https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg	https://www.gutenberg.org/ebooks/46
The Picture of Dorian Gray	Basil Hallward paints a portrait of a youth of impossible beauty while Lord Henry whispers that youth is the only thing worth having.\n\nDorian wishes that the picture would age instead of him — and the wish takes hold.	Oscar Wilde	1890	uncommon	Common	original		fiction,horror,philosophy	0	https://www.gutenberg.org/cache/epub/174/pg174.cover.medium.jpg	https://www.gutenberg.org/ebooks/174
The Legend of Sleepy Hollow	Ichabod Crane, schoolmaster and superstitious suitor, competes for the hand of Katrina Van Tassel in a valley ruled by ghost stories.\n\nOn a autumn ride home he is pursued by a rider with no head — or so the countryside insists.	Washington Irving	1820	common	Common	original		fiction,horror,history	0	https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg	https://www.gutenberg.org/ebooks/41
The Jungle Book	Mowgli, a human cub raised by wolves, learns the Law of the Jungle from Baloo and Bagheera.\n\nThese tales open with the wolf pack's debate over whether a man-cub may live among them — and Shere Khan's vow to destroy him.	Rudyard Kipling	1894	common	Common	original		fiction,nature,adventure	0	https://www.gutenberg.org/cache/epub/236/pg236.cover.medium.jpg	https://www.gutenberg.org/ebooks/236
Ivanhoe	Wilfred of Ivanhoe returns from the Crusades to a England divided between Norman lords and Saxon resentment.\n\nTournament lists, forest outlaws, and the siege of Torquilstone frame a romance of loyalty under a stolen crown.	Sir Walter Scott	1819	uncommon	Common	original		fiction,history,adventure	0	https://www.gutenberg.org/cache/epub/82/pg82.cover.medium.jpg	https://www.gutenberg.org/ebooks/82
The Last of the Mohicans	During the French and Indian War, Hawkeye guides two sisters through wilderness stalked by Huron war parties.\n\nThe opening march along Lake George sets a pace of ambush, pursuit, and fragile alliance.	James Fenimore Cooper	1826	uncommon	Common	original		fiction,history,nature	0	https://www.gutenberg.org/cache/epub/28/pg28.cover.medium.jpg	https://www.gutenberg.org/ebooks/28
Meditations	Marcus Aurelius writes to himself on duty, mortality, and the discipline of mind amid empire and plague.\n\nThese notes were never meant for an audience — reminders that opinion is not injury, and the present moment is all one owns.	Marcus Aurelius (George Long, trans.)	c. 180	rare	Common	original		philosophy,religion,history	0	https://www.gutenberg.org/cache/epub/2680/pg2680.cover.medium.jpg	https://www.gutenberg.org/ebooks/2680
The Odyssey	Odysseus struggles homeward ten years after Troy while suitors devour his household.\n\nThe poem opens in medias res: gods debate his fate, and Athena urges Telemachus to seek news of a father the islanders presume dead.	Homer (Samuel Butler, trans.)	c. 8th century BCE	ancient	Common	original		myth,history,philosophy	0	https://www.gutenberg.org/cache/epub/1727/pg1727.cover.medium.jpg	https://www.gutenberg.org/ebooks/1727
The Iliad	Achilles' wrath against Agamemnon sets Greek armies and Trojan walls on a path toward Hector's death.\n\nThe opening invokes the Muse and plunges into quarrel, plague, and the cost of honour on the plains of Ilion.	Homer (Samuel Butler, trans.)	c. 8th century BCE	ancient	Common	original		myth,history,philosophy	0	https://www.gutenberg.org/cache/epub/6130/pg6130.cover.medium.jpg	https://www.gutenberg.org/ebooks/6130
Beowulf	The hero Beowulf sails to Denmark to face Grendel, a monster haunting Heorot hall by night.\n\nThis excerpt covers the Geats' arrival and the first boast before arm-wrestling fate in the mead-hall.	Unknown (Francis B. Gummere, trans.)	c. 1000	ancient	Common	original		myth,history,adventure	0	https://www.gutenberg.org/cache/epub/16328/pg16328.cover.medium.jpg	https://www.gutenberg.org/ebooks/16328
Le Morte d'Arthur	Malory gathers Arthurian legend into a single chronicle of swords, quests, and doomed fellowship.\n\nThe tale begins with Uther's deception and Arthur's drawing of the stone — the kingdom unified before it fractures.	Sir Thomas Malory	1485	rare	Common	original		myth,history,fiction	0	https://www.gutenberg.org/cache/epub/1251/pg1251.cover.medium.jpg	https://www.gutenberg.org/ebooks/1251
Hamlet	The ghost of Hamlet's father walks the ramparts of Elsinore and demands vengeance for murder most foul.\n\nThe prince's first soliloquy weighs suicide, duty, and a world that feels out of joint.	William Shakespeare	c. 1601	uncommon	Common	original		fiction,philosophy,history	0	https://www.gutenberg.org/cache/epub/1524/pg1524.cover.medium.jpg	https://www.gutenberg.org/ebooks/1524
The Republic	Socrates asks what justice is — in a person and in a city — and imagines rulers trained from childhood to wisdom.\n\nThe allegory of the cave appears here: prisoners mistaking shadows for truth until one climbs toward daylight.	Plato (Benjamin Jowett, trans.)	c. 375 BCE	ancient	Common	original		philosophy,history,religion	0	https://www.gutenberg.org/cache/epub/1497/pg1497.cover.medium.jpg	https://www.gutenberg.org/ebooks/1497
The Pilgrim's Progress	Christian flees the City of Destruction burdened on his back, seeking the Celestial City through Slough and Vanity Fair.\n\nEvangelist points him toward a wicket gate — the first step on a road measured in allegory.	John Bunyan	1678	uncommon	Common	original		religion,fiction,philosophy	0	https://www.gutenberg.org/cache/epub/21/pg21.cover.medium.jpg	https://www.gutenberg.org/ebooks/21
Gulliver's Travels	Lemuel Gulliver shipwrecks among the tiny Lilliputians, whose politics turn on the correct end at which to break an egg.\n\nSwift's satire begins with scale and bureaucracy before voyages grow stranger still.	Jonathan Swift	1726	uncommon	Common	original		fiction,adventure,philosophy	0	https://www.gutenberg.org/cache/epub/829/pg829.cover.medium.jpg	https://www.gutenberg.org/ebooks/829
Moby-Dick; or, The Whale	Ishmael signs aboard the Pequod and meets the harpooner Queequeg before Captain Ahab reveals his hunt for the white whale.\n\nThe opening chapters meditate on the sea's pull and the camaraderie of men who have chosen water over land.	Herman Melville	1851	uncommon	Common	original		fiction,sea,adventure	0	https://www.gutenberg.org/cache/epub/2701/pg2701.cover.medium.jpg	https://www.gutenberg.org/ebooks/2701
Pride and Prejudice	Mrs Bennet announces that Netherfield Park is let at last, and a wealthy bachelor may rescue five daughters from modest prospects.\n\nElizabeth Bennet's wit first collides with Mr Darcy's pride at a country assembly.	Jane Austen	1813	common	Common	original		fiction,history	0	https://www.gutenberg.org/cache/epub/1342/pg1342.cover.medium.jpg	https://www.gutenberg.org/ebooks/1342
Jane Eyre	An orphan girl survives a cruel charity school and arrives at Thornfield as governess to a guarded child.\n\nFootsteps in the upper rooms and laughter like a goblin hint at secrets Mr Rochester will not explain.	Charlotte Brontë	1847	common	Common	original		fiction,history	0	https://www.gutenberg.org/cache/epub/1260/pg1260.cover.medium.jpg	https://www.gutenberg.org/ebooks/1260
The Count of Monte Cristo	Edmond Dantès is betrayed on the eve of his wedding and imprisoned in the Château d'If without trial.\n\nYears later an escape and a hidden fortune transform the innocent sailor into a patient instrument of reckoning.	Alexandre Dumas (père)	1844	uncommon	Common	original		fiction,adventure,history	0	https://www.gutenberg.org/cache/epub/1184/pg1184.cover.medium.jpg	https://www.gutenberg.org/ebooks/1184
The Prince	Machiavelli advises rulers on acquiring and holding power when ideal virtue and real politics diverge.\n\nThese chapters compare hereditary and new principalities — how fortune and force shape states that look solid from afar.	Niccolò Machiavelli (W. K. Marriott, trans.)	1532	rare	Common	original		philosophy,history,politics	0	https://www.gutenberg.org/cache/epub/1232/pg1232.cover.medium.jpg	https://www.gutenberg.org/ebooks/1232
The Wonderful Wizard of Oz	A cyclone lifts Dorothy's house from Kansas and drops it on the Witch of the East in the land of Oz.\n\nThe Munchkins gift her the dead witch's silver shoes and point her toward the Emerald City and the wizard who might send her home.	L. Frank Baum	1900	common	Common	original		fiction,fantasy,adventure	0	https://www.gutenberg.org/cache/epub/55/pg55.cover.medium.jpg	https://www.gutenberg.org/ebooks/55
The Call of the Wild	Buck, a comfortable estate dog in California, is stolen and sold into the Klondike sled trade.\n\nThe first blows teach him the law of club and fang — and stir an older memory of wolves running under northern stars.	Jack London	1903	common	Common	original		fiction,nature,adventure	0	https://www.gutenberg.org/cache/epub/215/pg215.cover.medium.jpg	https://www.gutenberg.org/ebooks/215
The Art of War	Sun Tzu treats warfare as a matter of calculation, deception, and knowing when not to fight.\n\nThe opening chapters weigh the five constant factors — moral law, heaven, earth, the commander, and method — that decide campaigns before blades are drawn.	Sun Tzu (Lionel Giles, trans.)	c. 5th century BCE	rare	Common	original		philosophy,history,war	0	https://www.gutenberg.org/cache/epub/132/pg132.cover.medium.jpg	https://www.gutenberg.org/ebooks/132
